ID,code,parameter,analyzed_material_1,analyzed_material_2,sample_preparation,chemical_treatment,technique,laboratory,analyst,number_of_replicates,instrument,date,comment,detection_limit,detection_limit_unit,total_procedural_blank_value,total_procedural_unit
weisler2016aa_zr,weisler2016a_A,Zr,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_nb,weisler2016a_A,Nb,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_mo,weisler2016a_A,Mo,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,7.8,%,,
weisler2016aa_cd,weisler2016a_A,Cd,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_sb,weisler2016a_A,Sb,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_cs,weisler2016a_A,Cs,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_ba,weisler2016a_A,Ba,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_la,weisler2016a_A,La,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_ce,weisler2016a_A,Ce,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_pr,weisler2016a_A,Pr,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_nd,weisler2016a_A,Nd,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_sm,weisler2016a_A,Sm,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_eu,weisler2016a_A,Eu,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_gd,weisler2016a_A,Gd,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_tb,weisler2016a_A,Tb,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_dy,weisler2016a_A,Dy,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_ho,weisler2016a_A,Ho,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_er,weisler2016a_A,Er,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_tm,weisler2016a_A,Tm,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_yb,weisler2016a_A,Yb,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_lu,weisler2016a_A,Lu,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_hf,weisler2016a_A,Hf,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_ta,weisler2016a_A,Ta,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,2.9,%,,
weisler2016aa_w,weisler2016a_A,W,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,3.9,%,,
weisler2016aa_tl,weisler2016a_A,Tl,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_pb,weisler2016a_A,Pb,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_th,weisler2016a_A,Th,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_u,weisler2016a_A,U,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016ab_sr87sr86,weisler2016a_B,Sr87_Sr86,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,TIMS,University of Queensland,"Bolhar, Robert; Ma, Jinglong; St-Pierre, Emma",,VG Sector 54,,,,,,
weisler2016ac_nd143nd144,weisler2016a_C,Nd143_Nd144,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,MC-ICP-MS,University of Queensland,"Bolhar, Robert; Ma, Jinglong; St-Pierre, Emma",,Nu Plasma,,,,,,
weisler2016ac_pb206pb204,weisler2016a_C,Pb206_Pb204,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,MC-ICP-MS,University of Queensland,"Bolhar, Robert; Ma, Jinglong; St-Pierre, Emma",,Nu Plasma,,,,,,
weisler2016ac_pb207pb204,weisler2016a_C,Pb207_Pb204,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,MC-ICP-MS,University of Queensland,"Bolhar, Robert; Ma, Jinglong; St-Pierre, Emma",,Nu Plasma,,,,,,
weisler2016ac_pb208pb204,weisler2016a_C,Pb208_Pb204,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,MC-ICP-MS,University of Queensland,"Bolhar, Robert; Ma, Jinglong; St-Pierre, Emma",,Nu Plasma,,,,,,
weisler2016ac_pb207pb206,weisler2016a_C,Pb207_Pb206,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,MC-ICP-MS,University of Queensland,"Bolhar, Robert; Ma, Jinglong; St-Pierre, Emma",,Nu Plasma,,,,,,
weisler2016ac_pb208pb206,weisler2016a_C,Pb208_Pb206,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,MC-ICP-MS,University of Queensland,"Bolhar, Robert; Ma, Jinglong; St-Pierre, Emma",,Nu Plasma,,,,,,
weisler2016aa_na,weisler2016a_A,Na,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_k,weisler2016a_A,K,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
winterhoff2007aa_sio2,winterhoff2007a_A,SiO2,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007aa_tio2,winterhoff2007a_A,TiO2,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007aa_al2o3,winterhoff2007a_A,Al2O3,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007aa_feo,winterhoff2007a_A,FeO,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007aa_cao,winterhoff2007a_A,CaO,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007aa_mgo,winterhoff2007a_A,MgO,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007aa_mno,winterhoff2007a_A,MnO,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007aa_k2o,winterhoff2007a_A,K2O,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007aa_na2o,winterhoff2007a_A,Na2O,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007aa_p2o5,winterhoff2007a_A,P2O5,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_sio2,winterhoff2007_A,SiO2,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_tio2,winterhoff2007_A,TiO2,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_al2o3,winterhoff2007_A,Al2O3,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_feo,winterhoff2007_A,FeO,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_cao,winterhoff2007_A,CaO,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_mgo,winterhoff2007_A,MgO,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_mno,winterhoff2007_A,MnO,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_k2o,winterhoff2007_A,K2O,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_na2o,winterhoff2007_A,Na2O,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_p2o5,winterhoff2007_A,P2O5,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_sc,winterhoff2007_A,Sc,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_v,winterhoff2007_A,V,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_cr,winterhoff2007_A,Cr,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_ni,winterhoff2007_A,Ni,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_cu,winterhoff2007_A,Cu,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_zn,winterhoff2007_A,Zn,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_ga,winterhoff2007_A,Ga,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_rb,winterhoff2007_A,Rb,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_sr,winterhoff2007_A,Sr,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_y,winterhoff2007_A,Y,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_zr,winterhoff2007_A,Zr,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_nb,winterhoff2007_A,Nb,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_ba,winterhoff2007_A,Ba,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_la,winterhoff2007_A,La,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_ce,winterhoff2007_A,Ce,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_nd,winterhoff2007_A,Nd,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_pb,winterhoff2007_A,Pb,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
winterhoff2007a_th,winterhoff2007_A,Th,Whole rock,,,,WD-XRF,Washington State University,,,Rigaku 3370,,Methods described in Johnson et al. Advances in X-ray Analysis 41 (1999),,,,
rolett1997a_sio2,rolett1997_A,SiO2,Fused disk,Powder,Sample fused into glass beads with addition of lithium tetraborate,,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303AS,,Methods described in Norrish and Hutton. Geochem & Cosmo. Acta 33 (1969),,,,
rolett1997a_tio2,rolett1997_A,TiO2,Fused disk,Powder,Sample fused into glass beads with addition of lithium tetraborate,,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303AS,,Methods described in Norrish and Hutton. Geochem & Cosmo. Acta 33 (1969),,,,
rolett1997a_al2o3,rolett1997_A,Al2O3,Fused disk,Powder,Sample fused into glass beads with addition of lithium tetraborate,,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303AS,,Methods described in Norrish and Hutton. Geochem & Cosmo. Acta 33 (1969),,,,
rolett1997a_fe2o3,rolett1997_A,Fe2O3,Fused disk,Powder,Sample fused into glass beads with addition of lithium tetraborate,,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303AS,,Methods described in Norrish and Hutton. Geochem & Cosmo. Acta 33 (1969),,,,
rolett1997a_cao,rolett1997_A,CaO,Fused disk,Powder,Sample fused into glass beads with addition of lithium tetraborate,,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303AS,,Methods described in Norrish and Hutton. Geochem & Cosmo. Acta 33 (1969),,,,
